,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
2261,PG1203,Dolly Dialogues,"Hope, Anthony",1863.0,1933.0,['en'],26,"{'England -- Social life and customs -- 19th century -- Fiction', 'Manners and customs -- Fiction'}",
2272,PG1204,Cabin Fever,"Bower, B. M.",1871.0,1940.0,['en'],247,"{'Western stories', 'Fiction'}",
2294,PG1206,The Flying U Ranch,"Bower, B. M.",1871.0,1940.0,['en'],89,"{'Cowboys -- Fiction', 'Ranch life -- Fiction', 'Montana -- Fiction', 'Western stories'}",
2305,PG1207,Nada the Lily,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],44,{'Zululand (South Africa) -- Fiction'},
2308,PG12082,Color Images from Mars Rovers: Spirit and Opportunity,"Webster, Bob",,,['en'],33,{'Mars (Planet) -- Pictorial works'},
2319,PG12092,"The Oxford Movement; Twelve Years, 1833-1845","Church, R. W. (Richard William)",1815.0,1890.0,['en'],7,{'Oxford movement'},
2323,PG12096,"Bushido, the Soul of Japan","Nitobe, Inazo",1862.0,1933.0,['en'],1028,"{'Samurai -- History', 'Philosophy, Japanese', 'Bushido', 'Ethics -- Japan', 'Japan -- Civilization', 'Japan -- Social life and customs'}",
2328,PG120,Treasure Island,"Stevenson, Robert Louis",1850.0,1894.0,['en'],7952,"{'Sea stories', 'Pirates -- Fiction', 'Treasure Island (Imaginary place) -- Fiction', 'Treasure troves -- Fiction'}",
2330,PG12101,A Social History of the American Negro: Being a History of the Negro Problem in the United States. Including A History and Study of the Republic of Liberia,"Brawley, Benjamin Griffith",1882.0,1939.0,['en'],58,"{'Liberia -- History', 'African Americans -- Social conditions', 'African Americans -- History', 'Slavery -- United States -- History', 'United States -- Race relations'}",
2339,PG1210,Kwaidan: Stories and Studies of Strange Things,"Hearn, Lafcadio",1850.0,1904.0,['en'],806,"{'Japan -- Social life and customs -- Fiction', 'Legends -- Japan', 'Ghost stories', 'Paranormal fiction'}",
2361,PG1212,Love and Freindship [sic],"Austen, Jane",1775.0,1817.0,['en'],619,"{'Essays', 'England -- Social life and customs -- 18th century -- Fiction', 'Epistolary fiction'}",
2365,PG12133,"The Lady of the Barge and Others, Entire Collection","Jacobs, W. W. (William Wymark)",1863.0,1943.0,['en'],113,"{'River life -- Fiction', 'England -- Social life and customs -- Fiction', 'Humorous stories, English'}",
2382,PG1214,The Street of Seven Stars,"Rinehart, Mary Roberts",1876.0,1958.0,['en'],87,"{'Violinists -- Fiction', 'Americans -- Austria -- Fiction', 'Love stories', 'Vienna (Austria) -- Fiction', 'Young women -- Fiction'}",
2395,PG12161,Night Watches: Complete Series,"Jacobs, W. W. (William Wymark)",1863.0,1943.0,['en'],29,"{'Short stories', 'Humorous stories'}",
2397,PG12163,The Sleeper Awakes: A Revised Edition of When the Sleeper Wakes,"Wells, H. G. (Herbert George)",1866.0,1946.0,['en'],315,"{'Time travel -- Fiction', 'Technological innovations -- Fiction', 'Science fiction', 'Dystopias -- Fiction', 'Twenty-first century -- Fiction', 'London (England) -- Fiction'}",
2415,PG1217,Penelope's Experiences in Scotland: Being Extracts from the Commonplace Book of Penelope Hamilton,"Wiggin, Kate Douglas Smith",1856.0,1923.0,['en'],99,{'Scotland -- Fiction'},
2438,PG121,Northanger Abbey,"Austen, Jane",1775.0,1817.0,['en'],4032,"{'England -- Social life and customs -- 19th century -- Fiction', 'Gothic fiction', 'Love stories', 'Marriage -- Economic aspects -- Fiction', 'England -- Fiction', 'Gentry -- England -- Fiction', 'Satire', 'Young women -- Fiction', 'Horror tales -- Appreciation -- Fiction', 'Books and reading -- Fiction'}",
2439,PG12200,Delsarte System of Oratory,Delaumosne,,,['en'],104,"{'Delsarte system', 'Oratory', 'Elocution'}",
2455,PG12215,"Odd Craft, Complete","Jacobs, W. W. (William Wymark)",1863.0,1943.0,['en'],25,"{'Sailors -- Fiction', 'England -- Social life and customs -- Fiction', 'Humorous stories, English'}",
2458,PG12218,"Pastoral Poetry & Pastoral Drama: A Literary Inquiry, with Special Reference to the Pre-Restoration Stage in England","Greg, W. W. (Walter Wilson)",1875.0,1959.0,['en'],131,"{'English drama -- Early modern and Elizabethan, 1500-1600 -- History and criticism', 'Country life in literature', 'Pastoral poetry -- History and criticism', 'English poetry -- Early modern, 1500-1700 -- History and criticism', 'Pastoral poetry, English -- History and criticism'}",
2475,PG12233,Stonewall Jackson and the American Civil War,"Henderson, G. F. R. (George Francis Robert)",1854.0,1903.0,['en'],77,"{'Jackson, Stonewall, 1824-1863', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'Confederate States of America. Army -- Officers -- Biography', 'Generals -- Confederate States of America -- Biography'}",
2482,PG1223,Ursula,"Balzac, Honoré de",1799.0,1850.0,['en'],32,"{'Biographical fiction', 'France -- Social life and customs -- 19th century -- Fiction', 'French fiction -- Translations into English', 'Paris (France) -- Fiction'}",
2524,PG12278,Confessions of a Young Man,"Moore, George",1852.0,1933.0,['en'],98,"{'Paris (France) -- Intellectual life', 'Moore, George, 1852-1933'}",
2537,PG1228,"On the Origin of Species By Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggle for Life","Darwin, Charles",1809.0,1882.0,['en'],2906,"{'Natural selection', 'Evolution (Biology)'}",
2544,PG12296,"Camps and Trails in China: A Narrative of Exploration, Adventure, and Sport in Little-Known China","Andrews, Yvette Borup",1891.0,1959.0,['en'],156,"{'Andrews, Yvette Borup', 'China -- Social life and customs -- 1912-1949', 'China -- Description and travel', 'Andrews, Roy Chapman, 1884-1960', 'Hunting -- China -- Yunnan Sheng', 'Zoology -- China -- Yunnan Sheng', 'Asiatic Zoölogical Expedition (1916-1917)', 'Yunnan Sheng (China) -- Description and travel', 'Natural history -- China -- Yunnan Sheng', 'Heller, Edmund, 1875-1939'}",
2549,PG122,The Return of the Native,"Hardy, Thomas",1840.0,1928.0,['en'],545,"{'Wessex (England) -- Fiction', 'Love stories', 'Adultery -- Fiction', 'Didactic fiction', 'Mate selection -- Fiction', 'Mothers and sons -- Fiction', 'People with visual disabilities -- Fiction', 'Heathlands -- Fiction'}",
2550,PG12300,The True George Washington [10th Ed.],"Ford, Paul Leicester",1865.0,1902.0,['en'],10,"{'Generals -- United States -- Biography', 'Presidents -- United States -- Biography', 'Washington, George, 1732-1799'}",
2558,PG12308,Winning His Spurs: A Tale of the Crusades,"Henty, G. A. (George Alfred)",1832.0,1902.0,['en'],44,"{'Crusades -- Third, 1189-1192 -- Fiction'}",
2571,PG1231,On the Track,"Lawson, Henry",1867.0,1922.0,['en'],22,"{'Short stories, Australian', 'Australia -- Fiction'}",
2582,PG1232,The Prince,"Machiavelli, Niccolò",1469.0,1527.0,['en'],13942,"{'State, The -- Early works to 1800', 'Political ethics -- Early works to 1800', 'Political science -- Philosophy -- Early works to 1800'}",
2583,PG12330,A Volunteer Poilu,"Beston, Henry",1888.0,1968.0,['en'],6,"{'World War, 1914-1918 -- Personal narratives'}",
2586,PG12333,"The Mahabharata of Krishna-Dwaipayana Vyasa Translated into English Prose: Vana Parva, Part 2",,,,['en'],60,"{'Epic literature, Sanskrit'}",
2599,PG12345,"Friday, the Thirteenth: A Novel","Lawson, Thomas William",1857.0,1925.0,['en'],142,"{'National banks (United States) -- Fiction', 'Banks and banking, International -- Fiction', 'Financial crises -- Fiction', 'Banks and banking, American -- Fiction', 'Stock exchanges -- United States -- Fiction'}",
2609,PG12354,Pink and White Tyranny: A Society Novel,"Stowe, Harriet Beecher",1811.0,1896.0,['en'],65,"{'Married people -- Fiction', 'New England -- Fiction'}",
2615,PG1235,Captain Fracasse,"Gautier, Théophile",1811.0,1872.0,['en'],41,"{'France -- History -- Louis XIII, 1610-1643 -- Fiction'}",
2626,PG1236,First Across the Continent: The Story of the Exploring Expedition of Lewis and Clark in 1804-5-6,"Brooks, Noah",1830.0,1903.0,['en'],37,"{'West (U.S.) -- Description and travel', 'Lewis and Clark Expedition (1804-1806)', 'United States -- Discovery and exploration'}",
2647,PG12389,Sappho: One Hundred Lyrics,"Carman, Bliss",1861.0,1929.0,['en'],144,"{'Sappho -- Poetry', 'Women poets -- Poetry', 'Women -- Greece -- Poetry'}",
2671,PG1240,The Playboy of the Western World: A Comedy in Three Acts,"Synge, J. M. (John Millington)",1871.0,1909.0,['en'],1844,{'Ireland -- Drama'},
2672,PG12410,The Travels of Marco Polo — Volume 2,"Polo, Marco",1254.0,1324.0,['en'],280,"{'Polo, Marco, 1254-1323?', 'Mongols -- History', 'Voyages and travels', 'Asia -- Description and travel -- Early works to 1800'}",
2678,PG12416,As Seen By Me,"Bell, Lilian",1867.0,1929.0,['en'],34,"{'Europe -- Description and travel', 'Egypt -- Description and travel'}",
2682,PG1241,The Well of the Saints: A Comedy in Three Acts,"Synge, J. M. (John Millington)",1871.0,1909.0,['en'],89,{'Ireland -- Drama'},
2683,PG12420,"The Three Additions to Daniel, a Study","Daubney, William Heaford",,,['en'],58,"{'Bible. Daniel -- Criticism, interpretation, etc.', 'Bible. Apocrypha. Bel and the Dragon -- Criticism, interpretation, etc.', 'Bible. Apocrypha. Song of the Three Children -- Criticism, interpretation, etc.', 'Bible. Apocrypha. History of Susanna -- Criticism, interpretation, etc.'}",
2693,PG1242,Unconscious Comedians,"Balzac, Honoré de",1799.0,1850.0,['en'],51,{'French fiction -- Translations into English'},
2710,PG12445,"The Water-Witch; Or, the Skimmer of the Seas: A Tale","Cooper, James Fenimore",1789.0,1851.0,['en'],51,{'Sea stories'},
2715,PG1244,Love for Love: A Comedy,"Congreve, William",1670.0,1729.0,['en'],222,"{'Comedies', 'English drama (Comedy)'}",
2771,PG124,Deuterocanonical Books of the Bible: Apocrypha,Anonymous,,,['en'],260,"{'Apocryphal books (Old Testament)', 'Bible. Apocrypha'}",
2782,PG1250,Anthem,"Rand, Ayn",1905.0,1982.0,['en'],6627,"{'Time travel -- Fiction', 'Love stories', 'Individuality -- Fiction', 'Psychological fiction', 'Science fiction', 'Men -- Psychology -- Fiction'}",
2793,PG1251,Le Morte d'Arthur: Volume 1,"Malory, Thomas, Sir",,1471.0,['en'],3386,"{'Arthurian romances', 'Arthur, King -- Legends'}",
2804,PG1252,Le Morte d'Arthur: Volume 2,"Malory, Thomas, Sir",,1471.0,['en'],1007,"{'Arthurian romances', 'Arthur, King -- Legends'}",
2815,PG1253,A Simple Soul,"Flaubert, Gustave",1821.0,1880.0,['en'],535,{'Fiction'},
2832,PG12555,The Tragedy of the Korosko,"Doyle, Arthur Conan",1859.0,1930.0,['en'],60,"{'Egypt -- Social life and customs -- 19th century -- Fiction', 'East and West -- Fiction', 'Hostages -- Fiction'}",
2846,PG12569,Through the Mackenzie Basin: A Narrative of the Athabasca and Peace River Treaty Expedition of 1899,"Mair, Charles",1838.0,1927.0,['en'],36,"{'Indians of North America -- Canada -- Treaties', 'Mammals -- Northwest, Canadian', 'Athabasca and Peace River treaty expedition, 1899', 'Alberta -- Description and travel', 'Birds -- Northwest, Canadian'}",
2858,PG1257,The Three Musketeers,"Dumas, Alexandre",1802.0,1870.0,['en'],2926,"{'Adventure and adventurers -- Fiction', 'France -- History -- Louis XIII, 1610-1643 -- Fiction', 'Swordsmen -- Fiction', 'Historical fiction'}",
2869,PG1258,Ten Years Later,"Dumas, Alexandre",1802.0,1870.0,['en'],185,"{'France -- History -- Louis XIV, 1643-1715 -- Fiction'}",
2880,PG1259,Twenty Years After,"Dumas, Alexandre",1802.0,1870.0,['en'],540,"{'France -- History -- Louis XIV, 1643-1715 -- Fiction'}",
2881,PG125,A Girl of the Limberlost,"Stratton-Porter, Gene",1863.0,1924.0,['en'],313,"{'Domestic fiction', 'Moths -- Fiction', 'Didactic fiction', 'Mothers and daughters -- Fiction', 'Swamps -- Fiction', 'Bildungsromans', 'Conflict of generations -- Fiction', 'Indiana -- Fiction', 'Girls -- Fiction'}",
2892,PG1260,Jane Eyre: An Autobiography,"Brontë, Charlotte",1816.0,1855.0,['en'],15064,"{'Married people -- Fiction', 'Love stories', 'Orphans -- Fiction', 'England -- Fiction', 'Country homes -- Fiction', 'Governesses -- Fiction', 'Fathers and daughters -- Fiction', 'Charity-schools -- Fiction', 'Young women -- Fiction', 'Bildungsromans', 'Mentally ill women -- Fiction'}",
2914,PG1262,The Heritage of the Desert: A Novel,"Grey, Zane",1872.0,1939.0,['en'],93,"{'Mormons -- Fiction', 'Deserts -- Fiction', 'Western stories', 'Utah -- Fiction'}",
2936,PG1264,The Wheels of Chance: A Bicycling Idyll,"Wells, H. G. (Herbert George)",1866.0,1946.0,['en'],71,"{'Cycling -- Fiction', 'England -- Social conditions -- 19th century -- Fiction'}",
2942,PG12655,"The Boy Mechanic, Volume 1: 700 Things for Boys to Do",,,,['en'],471,"{'Handicraft', 'Handicraft for boys'}",
2958,PG1266,Lavender and Old Lace,"Reed, Myrtle",1874.0,1911.0,['en'],26,"{'American fiction -- 20th century', 'Love stories'}",
2969,PG1267,Kai Lung's Golden Hours,"Bramah, Ernest",1867.0,1942.0,['en'],83,"{'Kai Lung (Fictitious character) -- Fiction', 'Fantasy fiction'}",
2980,PG1268,The Mysterious Island,"Verne, Jules",1828.0,1905.0,['en'],1221,"{'Science fiction', 'Castaways -- Fiction', 'Adventure stories', 'Islands of the Pacific -- Fiction'}",
2991,PG1269,The Soul of a Bishop,"Wells, H. G. (Herbert George)",1866.0,1946.0,['en'],34,"{'Religion -- Fiction', 'Didactic fiction'}",
3028,PG12732,Short-Stories,,,,['en'],274,{'Short stories'},
3047,PG1274,"Martin Hyde, the Duke's Messenger","Masefield, John",1878.0,1967.0,['en'],20,"{'Monmouth, James Scott, Duke of, 1649-1685 -- Fiction'}",
3058,PG1275,"Alexandria and Her Schools: Four Lectures Delivered at the Philosophical Institution, Edinburgh","Kingsley, Charles",1819.0,1875.0,['en'],12,{'Alexandrian school'},
3080,PG1277,Melmoth Reconciled,"Balzac, Honoré de",1799.0,1850.0,['en'],30,{'French fiction -- Translations into English'},
3091,PG1278,Penelope's English Experiences: Being Extracts from the Commonplace Book of Penelope Hamilton,"Wiggin, Kate Douglas Smith",1856.0,1923.0,['en'],23,"{'England -- Social life and customs -- 19th century -- Fiction', 'Americans -- England -- Fiction'}",
3102,PG1279,Poems and Songs of Robert Burns,"Burns, Robert",1759.0,1796.0,['en'],709,"{'Songs, Scots -- Scotland -- Texts', 'Scotland -- Poetry'}",
3114,PG1280,Spoon River Anthology,"Masters, Edgar Lee",1868.0,1950.0,['en'],1594,{'American poetry'},
3136,PG1282,"Tom Swift Among the Diamond Makers; Or, The Secret of Phantom Mountain","Appleton, Victor",,,['en'],26,"{'Swift, Tom (Fictitious character) -- Juvenile fiction', 'Aeronautics -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Diamond mines and mining -- Juvenile fiction'}",
3142,PG12835,'Lena Rivers,"Holmes, Mary Jane",1825.0,1907.0,['en'],25,{'American fiction'},
3143,PG12836,Good Stories Reprinted from the Ladies' Home Journal of Philadelphia,Various,,,['en'],15,{'American wit and humor'},
3164,PG12855,Elizabethan Sea-Dogs: A Chronicle of Drake and His Companions,"Wood, William",1864.0,1947.0,['en'],41,"{'Drake, Francis, approximately 1540-1596 -- Friends and associates', 'Great Britain -- History -- Elizabeth, 1558-1603', 'Great Britain -- History, Naval -- Tudors, 1485-1603'}",
3169,PG1285,"The Water Goats, and Other Troubles","Butler, Ellis Parker",1869.0,1937.0,['en'],36,"{'Humorous stories', 'Short stories, American', 'Fiction'}",
3197,PG12885,"Bundling; Its Origin, Progress and Decline in America","Stiles, Henry Reed",1832.0,1909.0,['en'],3,"{'New England -- Social life and customs', 'Bundling (Courtship)'}",
3200,PG12888,"The German Classics of the Nineteenth and Twentieth Centuries, Volume 05: Masterpieces of German Literature Translated into English",,,,['en'],89,"{'German literature -- 20th century -- Translations into English', 'German literature -- 19th century -- Translations into English'}",
3202,PG1288,Dream Days,"Grahame, Kenneth",1859.0,1932.0,['en'],42,"{'Country life -- Fiction', 'Brothers and sisters -- Fiction', 'England -- Fiction'}",
3213,PG1289,Three Ghost Stories,"Dickens, Charles",1812.0,1870.0,['en'],696,"{'Ghost stories', 'English fiction'}",
3219,PG12904,Light,"Barbusse, Henri",1873.0,1935.0,['en'],8,"{'French fiction -- 20th century', 'World War, 1914-1918 -- Fiction'}",
3225,PG1290,Salammbo,"Flaubert, Gustave",1821.0,1880.0,['en'],232,"{'Carthage (Extinct city) -- History -- Fiction', 'Historical fiction'}",
3236,PG1291,Herodias,"Flaubert, Gustave",1821.0,1880.0,['en'],109,"{'Herodias -- Fiction', 'Salome (Biblical figure) -- Fiction'}",
3247,PG1292,The Way of the World,"Congreve, William",1670.0,1729.0,['en'],1726,{'English drama (Comedy)'},
3258,PG1293,Sesame and Lilies,"Ruskin, John",1819.0,1900.0,['en'],369,"{'Conduct of life', 'Books and reading -- Great Britain', 'Social problems', 'Women'}",
3269,PG1294,The Firm of Nucingen,"Balzac, Honoré de",1799.0,1850.0,['en'],37,{'French fiction -- Translations into English'},
3313,PG1298,The Virginian: A Horseman of the Plains,"Wister, Owen",1860.0,1938.0,['en'],661,"{'Western stories', 'Wyoming -- Fiction', 'Cattle stealing -- Fiction', 'Vigilantes -- Fiction', 'Cowboys -- Fiction'}",
3324,PG1299,The Heritage of the Sioux,"Bower, B. M.",1871.0,1940.0,['en'],47,"{'Dakota Indians -- Fiction', 'Western stories'}",
3328,PG13001,Four Months Among the Gold-Finders in Alta California: Being the Diary of an Expedition From San Francisco to the Gold Districts,"Vizetelly, Henry",1820.0,1894.0,['en'],10,"{'California -- Fiction', 'Gold mines and mining -- Fiction'}",
3337,PG1300,Riders of the Purple Sage,"Grey, Zane",1872.0,1939.0,['en'],407,"{'Mormon women -- Fiction', 'Western stories', 'Women ranchers -- Fiction', 'Utah -- Fiction', 'Polygamy -- Fiction'}",
3348,PG1301,The French Revolution: A History,"Carlyle, Thomas",1795.0,1881.0,['en'],816,"{'France -- History -- Revolution, 1789-1799', 'France -- History -- Louis XVI, 1774-1793'}",
3370,PG1303,The Scapegoat,"Caine, Hall, Sir",1853.0,1931.0,['en'],32,"{'Jews -- Morocco -- Fiction', 'Sephardim -- Morocco -- Fiction'}",
3392,PG1305,The Ball at Sceaux,"Balzac, Honoré de",1799.0,1850.0,['en'],49,{'French fiction -- Translations into English'},
3403,PG1306,Seven Men [Excerpts],"Beerbohm, Max, Sir",1872.0,1956.0,['en'],53,"{'Short stories', 'Character sketches'}",
